Name,EvolutionStage,WebCardID,ImageURL,CardType,HP,Attribute,Ability,AbilityDesc,Skill1Name,Skill1Cost,Skill1Damage,Skill1Effect,Skill2Name,Skill2Cost,Skill2Damage,Skill2Effect,Weakness,WeaknessType,Resistance,ResistanceType,RetreatCost,CollectorNumber,Rarity,Mark,Expansion,ExpansionCode,Illustrator,PokemonInfo,Evolution,Subtypes,Tier,Score,ScoreBreakdown,PrimaryEffectType,SpecialEffectType
能量再利用,,00004645,https://asia.pokemon-card.com/hk/card-img/hk00004645.png,物品卡,,,,,,,,從自己的棄牌區抽出5張基本能量卡，在給對手看過後，放回牌庫並重洗。,[物品規則],,,在自己的回合時，物品卡可不限張數使用。,,,,,,128,normal,I,擴充包「眾星雲集組合篇」SET A,AC1a,Toyste Beach,,,,B+,15.00,Base:7.0|Meta:1.0|Exp:-1.0|Func:8.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,"搜索效果, 能量回收",大量抽卡
麻花犬,1階進化,00010710,https://asia.pokemon-card.com/hk/card-img/hk00010710.png,寶可夢,90,Psychic,焦香之軀,這隻寶可夢不會受到對手的【火】寶可夢招式的傷害，不會【灼傷】。,魯莽頭擊,"Psychic,Colorless,Colorless",100,,,,,,,Metal,,,1,267,high,G,高級擴充包「閃色寶藏ex」,SV4a,Sanosuke Sakuma,身體散發出的迷人香氣能有助於小麥的成長，因此<br/>一直都備受農村人家的珍視。,狗仔包 → 麻花犬 → 麻花犬ex,,B,12.00,Base:5.0|Meta:0.0|Exp:2.0|Func:2.0|Syn:0.0|Eff:0.0|Dmg:3.0|Mod:1.00,"傷害防禦, 效果免疫",無
蒼炎刃鬼,1階進化,00010711,https://asia.pokemon-card.com/hk/card-img/hk00010711.png,寶可夢,140,Psychic,,,生命之紗,"Colorless,Colorless",50,將這隻寶可夢恢復「30」HP。,鬥士的巨劍,"Psychic,Colorless,Colorless",100+,若對手的戰鬥寶可夢為「寶可夢【ex】・【V】」，則增加100點傷害。,,Darkness,,Fighting,2,268,high,G,高級擴充包「閃色寶藏ex」,SV4a,Kouki Saitou,雙臂的火焰之劍靠著在得志前就亡命的<br/>劍士怨念而燃燒。,炭小侍 → 紅蓮鎧騎 → 蒼炎刃鬼 → 蒼炎刃鬼ex → 紅蓮鎧騎ex,,A,18.00,Base:5.0|Meta:0.0|Exp:2.0|Func:4.0|Syn:2.0|Eff:0.0|Dmg:5.0|Mod:1.00,"回復效果, 條件傷害",無
蟲甲聖,1階進化,00010712,https://asia.pokemon-card.com/hk/card-img/hk00010712.png,寶可夢,70,Psychic,,,復生祈禱,Colorless,,從自己的棄牌區選擇1張寶可夢卡，放置於備戰區。,幻象光線,"Psychic,Psychic",50,將對手的戰鬥寶可夢【混亂】。,,Darkness,,Fighting,1,269,high,G,高級擴充包「閃色寶藏ex」,SV4a,Nelnal,支撐球的身體幾乎不動，因此人們認為牠的本體<br/>其實是在球裡面。,蟲滾泥 → 蟲甲聖 → 蟲甲聖ex,,B,11.00,Base:5.0|Meta:0.0|Exp:2.0|Func:3.0|Syn:0.0|Eff:0.0|Dmg:1.0|Mod:1.00,"搜索效果, 狀態異常",放置效果
飄飄雛,基礎,00010713,https://asia.pokemon-card.com/hk/card-img/hk00010713.png,寶可夢,30,Psychic,,,念力,"Psychic,Colorless",20,擲1次硬幣若為正面，則將對手的戰鬥寶可夢【麻痺】。,,,,,,Darkness,,Fighting,1,270,high,G,高級擴充包「閃色寶藏ex」,SV4a,Kyoko Umemoto,從肚子的褶邊放射出的精神力量，能夠讓牠浮在腳尖和地面<br/>距離僅有區區１公分的空中。,飄飄雛 → 超能豔鴕 → 超能豔鴕ex,,B,11.00,Base:5.0|Meta:0.0|Exp:2.0|Func:2.0|Syn:2.0|Eff:0.0|Dmg:0.0|Mod:1.00,"狀態異常, 硬幣判定",無
小鍛匠,基礎,00010714,https://asia.pokemon-card.com/hk/card-img/hk00010714.png,寶可夢,60,Psychic,,,撿鐵屑,Colorless,,從自己的棄牌區選擇1張物品卡，在給對手看過後加入手牌。,妖精之風,"Psychic,Colorless,Colorless",30,,,Metal,,,1,271,high,G,高級擴充包「閃色寶藏ex」,SV4a,yuu,雖然會揮舞著手工打造的錘子來保護自己，但卻常被<br/>以金屬為食的寶可夢搶走。,小鍛匠 → 巧鍛匠 → 巨鍛匠 → 巨鍛匠ex,,B,11.00,Base:5.0|Meta:0.0|Exp:2.0|Func:3.0|Syn:0.0|Eff:0.0|Dmg:1.0|Mod:1.00,搜索效果,無
巧鍛匠,1階進化,00010715,https://asia.pokemon-card.com/hk/card-img/hk00010715.png,寶可夢,90,Psychic,,,嬉鬧,"Colorless,Colorless",30+,擲1次硬幣若為正面，則增加30點傷害。,粉碎壓制,"Psychic,Colorless,Colorless",60,這個招式的傷害不計算對手的戰鬥寶可夢身上的附加效果。,,Metal,,,2,272,high,G,高級擴充包「閃色寶藏ex」,SV4a,Yuu Nishida,為了製作又大又堅固的錘子，會去襲擊劈斬司令<br/>的群體，藉以收集金屬。,小鍛匠 → 巧鍛匠 → 巨鍛匠 → 巨鍛匠ex,,B+,14.00,Base:5.0|Meta:0.0|Exp:2.0|Func:3.0|Syn:2.0|Eff:0.0|Dmg:2.0|Mod:1.00,"條件傷害, 無視弱點/效果, 硬幣判定",無
巨鍛匠,2階進化,00010716,https://asia.pokemon-card.com/hk/card-img/hk00010716.png,寶可夢,140,Psychic,收集素材,在自己的回合，若將自己的1張手牌丟棄，則可使用1次。從自己的牌庫抽出3張卡。,特殊鐵錘,"Psychic,Colorless",90+,若這隻寶可夢身上附有特殊能量卡，則增加90點傷害。,,,,,,Metal,,,2,273,high,G,高級擴充包「閃色寶藏ex」,SV4a,Kagemaru Himeno,智商高超，性格豪邁。會用錘子打飛岩石來攻擊<br/>飛在空中的鋼鎧鴉。,小鍛匠 → 巧鍛匠 → 巨鍛匠 → 巨鍛匠ex,,A,18.00,Base:5.0|Meta:0.0|Exp:2.0|Func:5.0|Syn:2.0|Eff:0.0|Dmg:4.0|Mod:1.00,"抽卡效果, 搜索效果, 條件傷害",無
墓仔狗,基礎,00010717,https://asia.pokemon-card.com/hk/card-img/hk00010717.png,寶可夢,70,Psychic,,,墓地遊玩,Psychic,10×,造成自己的棄牌區的【超】寶可夢卡的張數×10點傷害。,,,,,,Darkness,,Fighting,2,274,high,G,高級擴充包「閃色寶藏ex」,SV4a,Nisota Niso,愛親近人，害怕寂寞。就算只跟牠玩了一下下，<br/>牠也會一直跟在後面。,墓仔狗 → 墓揚犬ex → 墓揚犬,,C,7.00,Base:5.0|Meta:0.0|Exp:2.0|Func:0.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,"傷害效果, 棄牌區傷害加成",無
墓揚犬,1階進化,00010718,https://asia.pokemon-card.com/hk/card-img/hk00010718.png,寶可夢,140,Psychic,,,掃墓,"Psychic,Psychic",80+,增加自己的棄牌區的【超】寶可夢卡的張數×10點傷害。,,,,,,Darkness,,Fighting,3,275,high,G,高級擴充包「閃色寶藏ex」,SV4a,Shin Nagasawa,受到深摯悼念的寶可夢轉生而成的樣子。<br/>不喜歡被摸到頭上的突起物。,墓仔狗 → 墓揚犬ex → 墓揚犬,,B,11.00,Base:5.0|Meta:0.0|Exp:2.0|Func:0.0|Syn:0.0|Eff:0.0|Dmg:4.0|Mod:1.00,棄牌區傷害加成,無
猴怪,基礎,00010719,https://asia.pokemon-card.com/hk/card-img/hk00010719.png,寶可夢,60,Fighting,,,猴打擊,Fighting,30,這隻寶可夢也受到10點傷害。,,,,,,Psychic,,,1,276,high,G,高級擴充包「閃色寶藏ex」,SV4a,nagimiso,平時就算心情再怎麼好，也會因為一點芝麻小事<br/>而突然暴怒，令人害怕。,猴怪 → 火爆猴 → 棄世猴 → 棄世猴ex,,C,8.00,Base:5.0|Meta:0.0|Exp:2.0|Func:0.0|Syn:0.0|Eff:0.0|Dmg:1.0|Mod:1.00,反噬傷害,無
火爆猴,1階進化,00010720,https://asia.pokemon-card.com/hk/card-img/hk00010720.png,寶可夢,90,Fighting,,,暴亂拳,Fighting,70,這隻寶可夢也受到20點傷害。,,,,,,Psychic,,,1,277,high,G,高級擴充包「閃色寶藏ex」,SV4a,Scav,某位研究者的學說中提到，即使在精靈球裡，<br/>火爆猴好像也在發怒。,猴怪 → 火爆猴 → 棄世猴 → 棄世猴ex,,C+,9.00,Base:5.0|Meta:0.0|Exp:2.0|Func:0.0|Syn:0.0|Eff:0.0|Dmg:2.0|Mod:1.00,反噬傷害,無
棄世猴,2階進化,00010721,https://asia.pokemon-card.com/hk/card-img/hk00010721.png,寶可夢,140,Fighting,,,憤怒之拳,Fighting,70×,造成對手已經獲得的獎賞卡的張數×70點傷害。,炸藥拳,"Fighting,Fighting",170,這隻寶可夢也受到50點傷害。,,Psychic,,,2,278,high,G,高級擴充包「閃色寶藏ex」,SV4a,Hitoshi Ariga,會將隱藏在心中的憤怒之力注入拳頭發動攻擊，其威力<br/>會深入骨髓，將對手打個粉碎。,猴怪 → 火爆猴 → 棄世猴 → 棄世猴ex,,B+,14.00,Base:5.0|Meta:0.0|Exp:2.0|Func:2.0|Syn:0.0|Eff:0.0|Dmg:5.0|Mod:1.00,"傷害效果, 反噬傷害, 棄牌區傷害加成, 獎賞控制",無
帕底亞 肯泰羅,基礎,00010722,https://asia.pokemon-card.com/hk/card-img/hk00010722.png,寶可夢,130,Fighting,,,憤怒之角,"Colorless,Colorless",20+,增加這隻寶可夢身上放置的傷害指示物的數量×10點傷害。,鬥戰衝撞,"Fighting,Fighting,Colorless",130,這隻寶可夢也受到30點傷害。,,Psychic,,,2,279,high,G,高級擴充包「閃色寶藏ex」,SV4a,nagimiso,特徵是厚實有力的肌肉，以及粗魯暴躁的性格。<br/>這種樣子被稱為鬥戰種。,帕底亞 肯泰羅,,B,11.00,Base:5.0|Meta:0.0|Exp:2.0|Func:0.0|Syn:0.0|Eff:0.0|Dmg:4.0|Mod:1.00,"備戰傷害加成, 傷害指示物, 反噬傷害",無
利歐路,基礎,00010723,https://asia.pokemon-card.com/hk/card-img/hk00010723.png,寶可夢,70,Fighting,,,出拳,Fighting,10,,突擊,"Fighting,Colorless",50,這隻寶可夢也受到20點傷害。,,Psychic,,,1,280,high,G,高級擴充包「閃色寶藏ex」,SV4a,sowsow,夥伴們之間會透過發出波導來與彼此溝通。<br/>跑步可以跑上一整晚。,利歐路 → 路卡利歐 → 路卡利歐GX → 路卡利歐ex,,C,8.00,Base:5.0|Meta:0.0|Exp:2.0|Func:0.0|Syn:0.0|Eff:0.0|Dmg:1.0|Mod:1.00,反噬傷害,無
路卡利歐,1階進化,00010724,https://asia.pokemon-card.com/hk/card-img/hk00010724.png,寶可夢,130,Fighting,,,復仇關節,Fighting,30+,在上個對手的回合，若自己的【鬥】寶可夢因招式的傷害而【昏厥】了，則增加120點傷害。,加速突刺,"Fighting,Colorless,Colorless",120,在下個自己的回合，這隻寶可夢無法使用「加速突刺」。,,Psychic,,,2,281,high,G,高級擴充包「閃色寶藏ex」,SV4a,Shin Nagasawa,只要透過捕捉波導，據說就能夠看見原本<br/>看不見身影的對手。,利歐路 → 路卡利歐 → 路卡利歐GX → 路卡利歐ex,,B+,15.00,Base:5.0|Meta:0.0|Exp:2.0|Func:2.0|Syn:2.0|Eff:0.0|Dmg:4.0|Mod:1.00,"招式鎖定, 昏厥條件, 條件傷害",無
摔角鷹人,基礎,00010725,https://asia.pokemon-card.com/hk/card-img/hk00010725.png,寶可夢,70,Fighting,飛身進場,在自己的回合，從手牌將這張卡放置於備戰區時，可使用1次。在對手的2隻備戰寶可夢身上，各放置1個傷害指示物。,翅膀攻擊,"Fighting,Colorless,Colorless",70,,,,,,,Psychic,,,1,282,high,G,高級擴充包「閃色寶藏ex」,SV4a,Souichirou Gunjima,使用翅膀輕盈地跳起後，華麗地置對手於死地的招式<br/>是在出生的森林磨練出來的。,摔角鷹人,,B,12.00,Base:5.0|Meta:0.0|Exp:2.0|Func:3.0|Syn:0.0|Eff:0.0|Dmg:2.0|Mod:1.00,傷害指示物,放置效果
鹽石寶,基礎,00010726,https://asia.pokemon-card.com/hk/card-img/hk00010726.png,寶可夢,70,Fighting,,,抹鹽,Fighting,,將自己的1隻寶可夢恢復「20」HP。,撞擊,"Fighting,Fighting",30,,,Grass,,,3,283,high,G,高級擴充包「閃色寶藏ex」,SV4a,Yuu Nishida,出生在地底的岩鹽層。會願意分享貴重的鹽巴，<br/>因此在過去更是受到重視。,鹽石寶 → 鹽石壘 → 鹽石巨靈 → 鹽石巨靈ex,,C+,10.00,Base:5.0|Meta:0.0|Exp:2.0|Func:2.0|Syn:0.0|Eff:0.0|Dmg:1.0|Mod:1.00,回復效果,無
鹽石壘,1階進化,00010727,https://asia.pokemon-card.com/hk/card-img/hk00010727.png,寶可夢,100,Fighting,,,鹽加農炮,"Fighting,Fighting",60×,擲3次硬幣，造成正面出現的次數×60點傷害。,,,,,,Grass,,,3,284,high,G,高級擴充包「閃色寶藏ex」,SV4a,otumami,會將鹽噴向獵物，將其做成醃漬物。獵物體內的水分<br/>會在醃漬過程中被奪走。,鹽石寶 → 鹽石壘 → 鹽石巨靈 → 鹽石巨靈ex,,B,12.00,Base:5.0|Meta:0.0|Exp:2.0|Func:0.0|Syn:0.0|Eff:0.0|Dmg:5.0|Mod:1.00,"傷害效果, 硬幣判定",無
鹽石巨靈,2階進化,00010728,https://asia.pokemon-card.com/hk/card-img/hk00010728.png,寶可夢,180,Fighting,恩澤之鹽,只要這隻寶可夢在場上，每次寶可夢檢查時，將自己的所有寶可夢各恢復「20」HP。,敲擊之錘,"Fighting,Fighting",130,將對手的牌庫上方1張卡丟棄。,,,,,,Grass,,,3,285,high,G,高級擴充包「閃色寶藏ex」,SV4a,Kouki Saitou,只要合起指尖，搓出鹽來灑在受傷的寶可夢身上，<br/>就算再重的傷都會瞬間痊癒。,鹽石寶 → 鹽石壘 → 鹽石巨靈 → 鹽石巨靈ex,,B+,15.00,Base:5.0|Meta:0.0|Exp:2.0|Func:4.0|Syn:0.0|Eff:0.0|Dmg:4.0|Mod:1.00,回復效果,丟棄效果
晶光芽,基礎,00010729,https://asia.pokemon-card.com/hk/card-img/hk00010729.png,寶可夢,40,Fighting,,,覺醒,Fighting,,從自己的牌庫選擇1張從這隻寶可夢進化而來的卡，放置於這隻寶可夢身上完成進化。並且重洗牌庫。,,,,,,Grass,,,1,286,high,G,高級擴充包「閃色寶藏ex」,SV4a,nagimiso,會從洞窟的壁上吸取養分。包覆在身上的花瓣<br/>是用毒的結晶做成的。,晶光芽 → 晶光花 → 晶光花ex,,B+,15.00,Base:5.0|Meta:0.0|Exp:2.0|Func:8.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,"搜索效果, 進化支援",無
帕底亞 烏波,基礎,00010730,https://asia.pokemon-card.com/hk/card-img/hk00010730.png,寶可夢,60,Darkness,,,尋找巢穴,Colorless,,從自己的牌庫選擇1張競技場卡，在給對手看過後加入手牌。並且重洗牌庫。,衝撞,Darkness,10,,,Fighting,,,2,287,high,G,高級擴充包「閃色寶藏ex」,SV4a,Nisota Niso,因搶輸地盤而到陸地上生活，久而久之變成了是<br/>用帶毒的黏膜來保護身體。,帕底亞 烏波 → 帕底亞 土王ex → 帕底亞 土王,,B,11.00,Base:5.0|Meta:0.0|Exp:2.0|Func:4.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,"抽卡效果, 搜索效果",競技場效果
黑暗鴉,基礎,00010731,https://asia.pokemon-card.com/hk/card-img/hk00010731.png,寶可夢,60,Darkness,,,旋轉迴旋,Colorless,10,將這隻寶可夢與備戰寶可夢互換。,團結之翼,Darkness,20×,造成自己的棄牌區的，持有「團結之翼」招式的寶可夢卡的張數×20點傷害。,,Lightning,,Fighting,1,288,high,G,高級擴充包「閃色寶藏ex」,SV4a,Hitoshi Ariga,人們相信晚上看到牠就會發生不吉利的事，<br/>這讓牠成了人見人厭的寶可夢。,黑暗鴉 → 烏鴉頭頭 → 烏鴉頭頭GX,,B,11.00,Base:5.0|Meta:0.0|Exp:2.0|Func:3.0|Syn:0.0|Eff:0.0|Dmg:1.0|Mod:1.00,"傷害效果, 切換效果, 棄牌區傷害加成",無
狃拉,基礎,00010732,https://asia.pokemon-card.com/hk/card-img/hk00010732.png,寶可夢,70,Darkness,,,豎爪,Darkness,20,,,,,,,Grass,,,1,289,high,G,高級擴充包「閃色寶藏ex」,SV4a,Kagemaru Himeno,會潛藏在黑暗中使自己變得不起眼，然後伺機襲擊獵物，<br/>是非常狡詐的寶可夢。,狃拉 → 瑪狃拉 → 瑪狃拉GX,,C,7.00,Base:5.0|Meta:0.0|Exp:2.0|Func:0.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,無,無
瑪狃拉,1階進化,00010733,https://asia.pokemon-card.com/hk/card-img/hk00010733.png,寶可夢,110,Darkness,進擊狩獵,在自己的回合，從備戰區將這隻寶可夢放置於戰鬥場時，可使用1次。選擇1隻對手的備戰區的【基礎】寶可夢，與戰鬥寶可夢互換。,利爪揮砍,"Darkness,Colorless",70,,,,,,,Grass,,,1,290,high,G,高級擴充包「閃色寶藏ex」,SV4a,Shin Nagasawa,進化後變得更加狡詐，會用爪子在石頭上<br/>留下記號和夥伴交流。,狃拉 → 瑪狃拉 → 瑪狃拉GX,,B+,14.00,Base:5.0|Meta:0.0|Exp:2.0|Func:5.0|Syn:0.0|Eff:0.0|Dmg:2.0|Mod:1.00,切換效果,放置效果
勾魂眼,基礎,00010734,https://asia.pokemon-card.com/hk/card-img/hk00010734.png,寶可夢,70,Darkness,,,暗之瞳,Colorless,,將對手的戰鬥寶可夢【睡眠】。,刺殺爪,Darkness,20+,若對手的戰鬥寶可夢處於特殊狀態，則增加70點傷害。,,Grass,,,1,291,high,G,高級擴充包「閃色寶藏ex」,SV4a,nagimiso,會在陰暗的洞窟裡建造住所，並用鋒利的爪子挖寶石吃。,勾魂眼,,B,13.00,Base:5.0|Meta:0.0|Exp:2.0|Func:2.0|Syn:2.0|Eff:0.0|Dmg:2.0|Mod:1.00,"條件傷害, 狀態異常",無
駒刀小兵,基礎,00010735,https://asia.pokemon-card.com/hk/card-img/hk00010735.png,寶可夢,70,Darkness,,,抓,Colorless,10,,突刺,"Darkness,Colorless",20,,,Grass,,,1,292,high,G,高級擴充包「閃色寶藏ex」,SV4a,Misa Tsutsui,遇上強敵也是不畏挑戰。在緊要關頭時會緊緊抓住對手，<br/>以身上的刀刃將其刺穿。,駒刀小兵 → 劈斬司令 → 仆斬將軍,,C,7.00,Base:5.0|Meta:0.0|Exp:2.0|Func:0.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,無,無
劈斬司令,1階進化,00010736,https://asia.pokemon-card.com/hk/card-img/hk00010736.png,寶可夢,120,Darkness,,,暗黑利刃,Darkness,40,,雙刃斬,"Darkness,Colorless",120,這隻寶可夢也受到30點傷害。,,Grass,,,1,293,high,G,高級擴充包「閃色寶藏ex」,SV4a,Souichirou Gunjima,率領駒刀小兵成群結隊。輸掉賭上地盤之爭的群體，<br/>會一個接一個地遭到吸收。,駒刀小兵 → 劈斬司令 → 仆斬將軍,,B,11.00,Base:5.0|Meta:0.0|Exp:2.0|Func:0.0|Syn:0.0|Eff:0.0|Dmg:4.0|Mod:1.00,反噬傷害,無
仆斬將軍,2階進化,00010737,https://asia.pokemon-card.com/hk/card-img/hk00010737.png,寶可夢,170,Darkness,統率力,只要這隻寶可夢在場上，自己的【基礎】寶可夢使用的招式，對對手的戰鬥寶可夢造成的傷害「+30」點。,猛斬,"Darkness,Colorless,Colorless",160,,,,,,,Grass,,,3,294,high,G,高級擴充包「閃色寶藏ex」,SV4a,Shin Nagasawa,在勢力浩大的軍團中，唯有站上頂點的那１隻劈斬司令，<br/>才能進化成仆斬將軍。,駒刀小兵 → 劈斬司令 → 仆斬將軍,,B+,14.00,Base:5.0|Meta:0.0|Exp:2.0|Func:2.0|Syn:0.0|Eff:0.0|Dmg:5.0|Mod:1.00,"HP提升, 傷害效果",無
偶叫獒,基礎,00010738,https://asia.pokemon-card.com/hk/card-img/hk00010738.png,寶可夢,60,Darkness,,,伏擊,Darkness,10+,擲1次硬幣若為正面，則增加20點傷害。,,,,,,Grass,,,1,295,high,G,高級擴充包「閃色寶藏ex」,SV4a,Kagemaru Himeno,為了不被對手看扁而總是皺著的那張臉，卻反而會<br/>讓哭泣的孩子破涕為笑。,偶叫獒 → 獒教父 → 獒教父ex,,B,11.00,Base:5.0|Meta:0.0|Exp:2.0|Func:0.0|Syn:2.0|Eff:0.0|Dmg:2.0|Mod:1.00,"條件傷害, 硬幣判定",無
獒教父,1階進化,00010739,https://asia.pokemon-card.com/hk/card-img/hk00010739.png,寶可夢,130,Darkness,威嚇長嚎,在自己的回合時可使用1次。將對手的戰鬥寶可夢與備戰寶可夢互換。[由對手選擇放置於戰鬥場的寶可夢。],狂野衝撞,"Darkness,Darkness,Colorless",160,這隻寶可夢也受到30點傷害。,,,,,,Grass,,,3,296,high,G,高級擴充包「閃色寶藏ex」,SV4a,Hitoshi Ariga,非常喜歡和小孩玩耍。平時性情溫和，但在保護<br/>家族時表情會為之一變。,偶叫獒 → 獒教父 → 獒教父ex,,A,17.00,Base:5.0|Meta:0.0|Exp:2.0|Func:5.0|Syn:0.0|Eff:0.0|Dmg:5.0|Mod:1.00,"切換效果, 反噬傷害",無
滋汁鼴,基礎,00010740,https://asia.pokemon-card.com/hk/card-img/hk00010740.png,寶可夢,50,Darkness,,,搜尋樹果,Colorless,,從自己的棄牌區選擇1張基本能量卡，在給對手看過後加入手牌。,抓,Darkness,10,,,Fighting,,,1,297,high,G,高級擴充包「閃色寶藏ex」,SV4a,otumami,雖然性情溫馴，但一旦被激怒，就會用滲入了毒素的尖銳門牙<br/>過來咬住你，讓你全身麻痺不已。,滋汁鼴 → 塗標客,,B,12.00,Base:5.0|Meta:0.0|Exp:2.0|Func:5.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,搜索效果,無
塗標客,1階進化,00010741,https://asia.pokemon-card.com/hk/card-img/hk00010741.png,寶可夢,90,Darkness,,,毒液,Darkness,,將對手的戰鬥寶可夢【中毒】。,鮮豔塗鴉,Darkness,40×,從自己的手牌將任意數量的基本能量卡丟棄，造成丟棄的基本能量卡的屬性種類的數量×40點傷害。,,Fighting,,,1,298,high,G,高級擴充包「閃色寶藏ex」,SV4a,Scav,會將能隨著吃下的食物而變色的毒唾液塗在指頭上，<br/>在森林的樹木描繪上圖案。,滋汁鼴 → 塗標客,,A,19.00,Base:5.0|Meta:0.0|Exp:2.0|Func:4.0|Syn:0.0|Eff:0.0|Dmg:8.0|Mod:1.00,"備戰傷害加成, 傷害效果, 狀態異常",無
巨鉗螳螂,1階進化,00010742,https://asia.pokemon-card.com/hk/card-img/hk00010742.png,寶可夢,140,Metal,,,懲罰之剪,Metal,10+,增加對手的場上擁有特性的寶可夢的數量×50點傷害。,居合斬,"Metal,Metal",70,,,Fire,,Grass,2,299,high,G,高級擴充包「閃色寶藏ex」,SV4a,GOSSAN,不管抓到多麼堅硬的東西，都能用含有鋼鐵成分的鉗子<br/>夾得粉碎。,飛天螳螂 → 巨鉗螳螂 → 劈斧螳螂 → 巨鉗螳螂GX → 巨鉗螳螂ex,,B,13.00,Base:5.0|Meta:0.0|Exp:2.0|Func:2.0|Syn:2.0|Eff:0.0|Dmg:2.0|Mod:1.00,備戰傷害加成,特性效果
噗隆隆,基礎,00010743,https://asia.pokemon-card.com/hk/card-img/hk00010743.png,寶可夢,60,Metal,,,引擎全開,Colorless,,從自己的棄牌區選擇最多2張基本能量卡，在給對手看過後加入手牌。,頭錘,"Metal,Colorless",20,,,Fire,,Grass,1,300,high,G,高級擴充包「閃色寶藏ex」,SV4a,Masakazu Fukuda,據說牠是神秘的毒寶可夢鑽進了被放置在廢鐵工廠<br/>的引擎裡而誕生的。,噗隆隆 → 普隆隆姆 → 普隆隆姆ex,,B,12.00,Base:5.0|Meta:0.0|Exp:2.0|Func:5.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,搜索效果,無
普隆隆姆,1階進化,00010744,https://asia.pokemon-card.com/hk/card-img/hk00010744.png,寶可夢,140,Metal,轟鳴引擎,在自己的回合，若從自己的手牌將1張能量卡丟棄，則可使用1次。從牌庫抽卡直到自己的手牌滿6張為止。,擊飛,"Metal,Colorless,Colorless,Colorless",90+,擲1次硬幣若為正面，則增加90點傷害。,,,,,,Fire,,Grass,2,301,high,G,高級擴充包「閃色寶藏ex」,SV4a,GOSSAN,在增加到了８個的汽缸裡引爆混有毒素和岩石成分的<br/>氣體來製造能量。,噗隆隆 → 普隆隆姆 → 普隆隆姆ex,,A,18.00,Base:5.0|Meta:0.0|Exp:2.0|Func:5.0|Syn:2.0|Eff:0.0|Dmg:4.0|Mod:1.00,"抽卡效果, 條件傷害, 硬幣判定",無
嗡蝠,基礎,00010745,https://asia.pokemon-card.com/hk/card-img/hk00010745.png,寶可夢,70,Dragon,,,起風,"Psychic,Darkness",40,,,,,,,,,,1,302,high,G,高級擴充包「閃色寶藏ex」,SV4a,Nelnal,從大大的耳朵發出超音波，尋找水果來填飽肚子。<br/>會把啃果蟲誤認成食物。,嗡蝠 → 音波龍 → 音波龍GX → 音波龍ex,,C,8.00,Base:5.0|Meta:0.0|Exp:2.0|Func:0.0|Syn:0.0|Eff:0.0|Dmg:1.0|Mod:1.00,無,無
摩托蜥,基礎,00010746,https://asia.pokemon-card.com/hk/card-img/hk00010746.png,寶可夢,120,Dragon,,,高速猛衝,"Grass,Darkness,Colorless",100,擲1次硬幣若為正面，則在下個對手的回合，這隻寶可夢不會受到招式的傷害與效果的影響。,,,,,,,,,1,303,high,G,高級擴充包「閃色寶藏ex」,SV4a,Souichirou Gunjima,似乎自古就會讓人類坐在背上。１萬年前的<br/>壁畫上描繪著該模樣。,摩托蜥,,B+,14.00,Base:5.0|Meta:0.0|Exp:2.0|Func:2.0|Syn:2.0|Eff:0.0|Dmg:3.0|Mod:1.00,"傷害防禦, 效果免疫, 硬幣判定",無
波波,基礎,00010747,https://asia.pokemon-card.com/hk/card-img/hk00010747.png,寶可夢,50,Colorless,,,呼朋引伴,Colorless,,從自己的牌庫選擇最多2張【基礎】寶可夢卡，放置於備戰區。並且重洗牌庫。,撞擊,"Colorless,Colorless",20,,,Lightning,,Fighting,1,304,high,G,高級擴充包「閃色寶藏ex」,SV4a,sowsow,雖然性情溫和不愛戰鬥，但要是隨意對牠出手的話，<br/>就會受到牠強烈的反擊。,波波 → 比比鳥 → 大比鳥 → 大比鳥ex,,C+,9.00,Base:5.0|Meta:0.0|Exp:2.0|Func:2.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,搜索效果,放置效果
比比鳥,1階進化,00010748,https://asia.pokemon-card.com/hk/card-img/hk00010748.png,寶可夢,80,Colorless,,,羽擊,Colorless,20,,,,,,,Lightning,,Fighting,0,305,high,G,高級擴充包「閃色寶藏ex」,SV4a,Kouki Saitou,擁有著廣闊的地盤。要是有哪個討厭鬼膽敢入侵，<br/>就會遭到牠的瘋狂啄擊。,波波 → 比比鳥 → 大比鳥 → 大比鳥ex,,C,7.00,Base:5.0|Meta:0.0|Exp:2.0|Func:0.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,無,無
